population_statistics,調査年,標準地域コード,町丁字コード,都道府県名,市区町村名,行政区名,大字・町名,字・丁目名,最少年齢,最大年齢,人口,男性人口,女性人口,備考
statistical_population_data_675,2017,182028,,福井県,敦賀市,,,,30,30,724,375,349,
statistical_population_data_676,2017,182028,,福井県,敦賀市,,,,31,31,707,384,323,
statistical_population_data_677,2017,182028,,福井県,敦賀市,,,,32,32,753,359,394,
statistical_population_data_678,2017,182028,,福井県,敦賀市,,,,33,33,739,374,365,
statistical_population_data_679,2017,182028,,福井県,敦賀市,,,,34,34,756,389,367,
statistical_population_data_680,2017,182028,,福井県,敦賀市,,,,35,35,723,386,337,
statistical_population_data_681,2017,182028,,福井県,敦賀市,,,,36,36,807,402,405,
statistical_population_data_682,2017,182028,,福井県,敦賀市,,,,37,37,783,411,372,
statistical_population_data_683,2017,182028,,福井県,敦賀市,,,,38,38,805,405,400,
statistical_population_data_684,2017,182028,,福井県,敦賀市,,,,39,39,846,452,394,
statistical_population_data_685,2017,182028,,福井県,敦賀市,,,,40,40,858,442,416,
statistical_population_data_686,2017,182028,,福井県,敦賀市,,,,41,41,977,500,477,
statistical_population_data_687,2017,182028,,福井県,敦賀市,,,,42,42,980,497,483,
statistical_population_data_688,2017,182028,,福井県,敦賀市,,,,43,43,992,498,494,
statistical_population_data_689,2017,182028,,福井県,敦賀市,,,,44,44,1082,547,535,
statistical_population_data_690,2017,182028,,福井県,敦賀市,,,,45,45,1036,518,518,
statistical_population_data_691,2017,182028,,福井県,敦賀市,,,,46,46,927,475,452,
statistical_population_data_692,2017,182028,,福井県,敦賀市,,,,47,47,913,451,462,
statistical_population_data_693,2017,182028,,福井県,敦賀市,,,,48,48,903,465,438,
statistical_population_data_694,2017,182028,,福井県,敦賀市,,,,49,49,884,449,435,
statistical_population_data_695,2017,182028,,福井県,敦賀市,,,,50,50,900,448,452,
statistical_population_data_696,2017,182028,,福井県,敦賀市,,,,51,51,633,324,309,
statistical_population_data_697,2017,182028,,福井県,敦賀市,,,,52,52,851,441,410,
statistical_population_data_698,2017,182028,,福井県,敦賀市,,,,53,53,860,433,427,
statistical_population_data_699,2017,182028,,福井県,敦賀市,,,,54,54,825,415,410,
statistical_population_data_700,2017,182028,,福井県,敦賀市,,,,55,55,845,419,426,
statistical_population_data_701,2017,182028,,福井県,敦賀市,,,,56,56,824,446,378,
statistical_population_data_702,2017,182028,,福井県,敦賀市,,,,57,57,836,418,418,
statistical_population_data_703,2017,182028,,福井県,敦賀市,,,,58,58,906,468,438,
statistical_population_data_704,2017,182028,,福井県,敦賀市,,,,59,59,835,442,393,
statistical_population_data_705,2017,182028,,福井県,敦賀市,,,,60,60,800,400,400,
statistical_population_data_706,2017,182028,,福井県,敦賀市,,,,61,61,928,460,468,
statistical_population_data_707,2017,182028,,福井県,敦賀市,,,,62,62,918,470,448,
statistical_population_data_708,2017,182028,,福井県,敦賀市,,,,63,63,836,440,396,
statistical_population_data_709,2017,182028,,福井県,敦賀市,,,,64,64,948,470,478,
statistical_population_data_710,2017,182028,,福井県,敦賀市,,,,65,65,957,479,478,
statistical_population_data_711,2017,182028,,福井県,敦賀市,,,,66,66,973,485,488,
statistical_population_data_712,2017,182028,,福井県,敦賀市,,,,67,67,1115,532,583,
statistical_population_data_713,2017,182028,,福井県,敦賀市,,,,68,68,1196,611,585,
statistical_population_data_714,2017,182028,,福井県,敦賀市,,,,69,69,1126,545,581,
statistical_population_data_715,2017,182028,,福井県,敦賀市,,,,70,70,1020,489,531,
statistical_population_data_716,2017,182028,,福井県,敦賀市,,,,71,71,572,266,306,
statistical_population_data_717,2017,182028,,福井県,敦賀市,,,,72,72,632,312,320,
statistical_population_data_718,2017,182028,,福井県,敦賀市,,,,73,73,753,339,414,
statistical_population_data_719,2017,182028,,福井県,敦賀市,,,,74,74,782,358,424,
statistical_population_data_720,2017,182028,,福井県,敦賀市,,,,75,75,738,334,404,
statistical_population_data_721,2017,182028,,福井県,敦賀市,,,,76,76,661,309,352,
statistical_population_data_722,2017,182028,,福井県,敦賀市,,,,77,77,604,254,350,
statistical_population_data_723,2017,182028,,福井県,敦賀市,,,,78,78,514,222,292,
statistical_population_data_724,2017,182028,,福井県,敦賀市,,,,79,79,566,245,321,
statistical_population_data_725,2017,182028,,福井県,敦賀市,,,,80,80,597,248,349,
statistical_population_data_726,2017,182028,,福井県,敦賀市,,,,81,81,580,218,362,
statistical_population_data_727,2017,182028,,福井県,敦賀市,,,,82,82,508,190,318,
statistical_population_data_728,2017,182028,,福井県,敦賀市,,,,83,83,491,175,316,
statistical_population_data_729,2017,182028,,福井県,敦賀市,,,,84,84,471,188,283,
statistical_population_data_730,2017,182028,,福井県,敦賀市,,,,85,85,512,171,341,
statistical_population_data_731,2017,182028,,福井県,敦賀市,,,,86,86,466,185,281,
statistical_population_data_732,2017,182028,,福井県,敦賀市,,,,87,87,397,143,254,
statistical_population_data_733,2017,182028,,福井県,敦賀市,,,,88,88,365,124,241,
statistical_population_data_734,2017,182028,,福井県,敦賀市,,,,89,89,301,90,211,
statistical_population_data_735,2017,182028,,福井県,敦賀市,,,,90,,1163,295,868,
statistical_population_data_736,2017,182028,,福井県,敦賀市,,,,0,,66560,32736,33824,
statistical_population_data_737,2018,182028,,福井県,敦賀市,,,,0,0,489,264,225,
statistical_population_data_738,2018,182028,,福井県,敦賀市,,,,1,1,546,291,255,
statistical_population_data_739,2018,182028,,福井県,敦賀市,,,,2,2,542,285,257,
statistical_population_data_740,2018,182028,,福井県,敦賀市,,,,3,3,556,275,281,
statistical_population_data_741,2018,182028,,福井県,敦賀市,,,,4,4,572,298,274,
statistical_population_data_742,2018,182028,,福井県,敦賀市,,,,5,5,575,285,290,
statistical_population_data_743,2018,182028,,福井県,敦賀市,,,,6,6,576,298,278,
statistical_population_data_744,2018,182028,,福井県,敦賀市,,,,7,7,602,298,304,
statistical_population_data_745,2018,182028,,福井県,敦賀市,,,,8,8,619,331,288,
statistical_population_data_746,2018,182028,,福井県,敦賀市,,,,9,9,581,294,287,
statistical_population_data_747,2018,182028,,福井県,敦賀市,,,,10,10,628,299,329,
statistical_population_data_748,2018,182028,,福井県,敦賀市,,,,11,11,634,324,310,
statistical_population_data_749,2018,182028,,福井県,敦賀市,,,,12,12,640,359,281,
statistical_population_data_750,2018,182028,,福井県,敦賀市,,,,13,13,581,298,283,
statistical_population_data_751,2018,182028,,福井県,敦賀市,,,,14,14,643,322,321,
statistical_population_data_752,2018,182028,,福井県,敦賀市,,,,15,15,659,337,322,
statistical_population_data_753,2018,182028,,福井県,敦賀市,,,,16,16,636,319,317,
statistical_population_data_754,2018,182028,,福井県,敦賀市,,,,17,17,708,358,350,
statistical_population_data_755,2018,182028,,福井県,敦賀市,,,,18,18,651,340,311,
statistical_population_data_756,2018,182028,,福井県,敦賀市,,,,19,19,666,355,311,
statistical_population_data_757,2018,182028,,福井県,敦賀市,,,,20,20,656,334,322,
statistical_population_data_758,2018,182028,,福井県,敦賀市,,,,21,21,659,342,317,
statistical_population_data_759,2018,182028,,福井県,敦賀市,,,,22,22,572,313,259,
statistical_population_data_760,2018,182028,,福井県,敦賀市,,,,23,23,583,321,262,
statistical_population_data_761,2018,182028,,福井県,敦賀市,,,,24,24,588,338,250,
statistical_population_data_762,2018,182028,,福井県,敦賀市,,,,25,25,625,338,287,
statistical_population_data_763,2018,182028,,福井県,敦賀市,,,,26,26,586,313,273,
statistical_population_data_764,2018,182028,,福井県,敦賀市,,,,27,27,574,313,261,
statistical_population_data_765,2018,182028,,福井県,敦賀市,,,,28,28,651,345,306,
statistical_population_data_766,2018,182028,,福井県,敦賀市,,,,29,29,672,359,313,
statistical_population_data_767,2018,182028,,福井県,敦賀市,,,,30,30,621,317,304,
statistical_population_data_768,2018,182028,,福井県,敦賀市,,,,31,31,701,356,345,
statistical_population_data_769,2018,182028,,福井県,敦賀市,,,,32,32,703,382,321,
statistical_population_data_770,2018,182028,,福井県,敦賀市,,,,33,33,756,358,398,
statistical_population_data_771,2018,182028,,福井県,敦賀市,,,,34,34,737,372,365,
statistical_population_data_772,2018,182028,,福井県,敦賀市,,,,35,35,747,390,357,
statistical_population_data_773,2018,182028,,福井県,敦賀市,,,,36,36,718,380,338,
statistical_population_data_774,2018,182028,,福井県,敦賀市,,,,37,37,807,401,406,
statistical_population_data_775,2018,182028,,福井県,敦賀市,,,,38,38,780,414,366,
statistical_population_data_776,2018,182028,,福井県,敦賀市,,,,39,39,803,409,394,
statistical_population_data_777,2018,182028,,福井県,敦賀市,,,,40,40,834,446,388,
statistical_population_data_778,2018,182028,,福井県,敦賀市,,,,41,41,861,443,418,
statistical_population_data_779,2018,182028,,福井県,敦賀市,,,,42,42,964,500,464,
statistical_population_data_780,2018,182028,,福井県,敦賀市,,,,43,43,970,495,475,
statistical_population_data_781,2018,182028,,福井県,敦賀市,,,,44,44,993,498,495,
statistical_population_data_782,2018,182028,,福井県,敦賀市,,,,45,45,1081,547,534,
statistical_population_data_783,2018,182028,,福井県,敦賀市,,,,46,46,1023,509,514,
statistical_population_data_784,2018,182028,,福井県,敦賀市,,,,47,47,927,478,449,
statistical_population_data_785,2018,182028,,福井県,敦賀市,,,,48,48,908,451,457,
statistical_population_data_786,2018,182028,,福井県,敦賀市,,,,49,49,892,458,434,
statistical_population_data_787,2018,182028,,福井県,敦賀市,,,,50,50,875,445,430,
statistical_population_data_788,2018,182028,,福井県,敦賀市,,,,51,51,899,447,452,
statistical_population_data_789,2018,182028,,福井県,敦賀市,,,,52,52,636,324,312,
statistical_population_data_790,2018,182028,,福井県,敦賀市,,,,53,53,850,441,409,
statistical_population_data_791,2018,182028,,福井県,敦賀市,,,,54,54,864,435,429,
statistical_population_data_792,2018,182028,,福井県,敦賀市,,,,55,55,820,412,408,
statistical_population_data_793,2018,182028,,福井県,敦賀市,,,,56,56,847,421,426,
statistical_population_data_794,2018,182028,,福井県,敦賀市,,,,57,57,812,440,372,
statistical_population_data_795,2018,182028,,福井県,敦賀市,,,,58,58,832,413,419,
statistical_population_data_796,2018,182028,,福井県,敦賀市,,,,59,59,900,464,436,
statistical_population_data_797,2018,182028,,福井県,敦賀市,,,,60,60,828,436,392,
statistical_population_data_798,2018,182028,,福井県,敦賀市,,,,61,61,801,402,399,
statistical_population_data_799,2018,182028,,福井県,敦賀市,,,,62,62,925,459,466,
statistical_population_data_800,2018,182028,,福井県,敦賀市,,,,63,63,914,468,446,
statistical_population_data_801,2018,182028,,福井県,敦賀市,,,,64,64,832,435,397,
statistical_population_data_802,2018,182028,,福井県,敦賀市,,,,65,65,945,469,476,
statistical_population_data_803,2018,182028,,福井県,敦賀市,,,,66,66,949,473,476,
statistical_population_data_804,2018,182028,,福井県,敦賀市,,,,67,67,958,478,480,
statistical_population_data_805,2018,182028,,福井県,敦賀市,,,,68,68,1104,526,578,
statistical_population_data_806,2018,182028,,福井県,敦賀市,,,,69,69,1190,607,583,
statistical_population_data_807,2018,182028,,福井県,敦賀市,,,,70,70,1114,535,579,
statistical_population_data_808,2018,182028,,福井県,敦賀市,,,,71,71,1004,477,527,
statistical_population_data_809,2018,182028,,福井県,敦賀市,,,,72,72,560,260,300,
statistical_population_data_810,2018,182028,,福井県,敦賀市,,,,73,73,627,308,319,
statistical_population_data_811,2018,182028,,福井県,敦賀市,,,,74,74,744,330,414,
statistical_population_data_812,2018,182028,,福井県,敦賀市,,,,75,75,764,347,417,
statistical_population_data_813,2018,182028,,福井県,敦賀市,,,,76,76,722,322,400,
statistical_population_data_814,2018,182028,,福井県,敦賀市,,,,77,77,650,301,349,
statistical_population_data_815,2018,182028,,福井県,敦賀市,,,,78,78,584,240,344,
statistical_population_data_816,2018,182028,,福井県,敦賀市,,,,79,79,505,218,287,
statistical_population_data_817,2018,182028,,福井県,敦賀市,,,,80,80,548,232,316,
statistical_population_data_818,2018,182028,,福井県,敦賀市,,,,81,81,570,237,333,
statistical_population_data_819,2018,182028,,福井県,敦賀市,,,,82,82,560,208,352,
statistical_population_data_820,2018,182028,,福井県,敦賀市,,,,83,83,488,179,309,
statistical_population_data_821,2018,182028,,福井県,敦賀市,,,,84,84,468,162,306,
statistical_population_data_822,2018,182028,,福井県,敦賀市,,,,85,85,440,171,269,
statistical_population_data_823,2018,182028,,福井県,敦賀市,,,,86,86,480,156,324,
statistical_population_data_824,2018,182028,,福井県,敦賀市,,,,87,87,430,165,265,
statistical_population_data_825,2018,182028,,福井県,敦賀市,,,,88,88,375,131,244,
statistical_population_data_826,2018,182028,,福井県,敦賀市,,,,89,89,331,109,222,
statistical_population_data_827,2018,182028,,福井県,敦賀市,,,,90,,1215,316,899,
statistical_population_data_828,2018,182028,,福井県,敦賀市,,,,0,,66056,32549,33507,
statistical_population_data_829,2019,182028,,福井県,敦賀市,,,,0,0,423,217,206,
statistical_population_data_830,2019,182028,,福井県,敦賀市,,,,1,1,511,276,235,
statistical_population_data_831,2019,182028,,福井県,敦賀市,,,,2,2,540,290,250,
statistical_population_data_832,2019,182028,,福井県,敦賀市,,,,3,3,550,290,260,
statistical_population_data_833,2019,182028,,福井県,敦賀市,,,,4,4,555,272,283,
statistical_population_data_834,2019,182028,,福井県,敦賀市,,,,5,5,575,297,278,
statistical_population_data_835,2019,182028,,福井県,敦賀市,,,,6,6,580,288,292,
statistical_population_data_836,2019,182028,,福井県,敦賀市,,,,7,7,564,295,269,
statistical_population_data_837,2019,182028,,福井県,敦賀市,,,,8,8,601,295,306,
statistical_population_data_838,2019,182028,,福井県,敦賀市,,,,9,9,618,333,285,
statistical_population_data_839,2019,182028,,福井県,敦賀市,,,,10,10,581,291,290,
statistical_population_data_840,2019,182028,,福井県,敦賀市,,,,11,11,630,299,331,
statistical_population_data_841,2019,182028,,福井県,敦賀市,,,,12,12,632,322,310,
statistical_population_data_842,2019,182028,,福井県,敦賀市,,,,13,13,632,356,276,
statistical_population_data_843,2019,182028,,福井県,敦賀市,,,,14,14,583,300,283,
statistical_population_data_844,2019,182028,,福井県,敦賀市,,,,15,15,643,324,319,
statistical_population_data_845,2019,182028,,福井県,敦賀市,,,,16,16,654,335,319,
statistical_population_data_846,2019,182028,,福井県,敦賀市,,,,17,17,638,321,317,
statistical_population_data_847,2019,182028,,福井県,敦賀市,,,,18,18,694,350,344,
statistical_population_data_848,2019,182028,,福井県,敦賀市,,,,19,19,617,313,304,
statistical_population_data_849,2019,182028,,福井県,敦賀市,,,,20,20,655,358,297,
statistical_population_data_850,2019,182028,,福井県,敦賀市,,,,21,21,642,335,307,
statistical_population_data_851,2019,182028,,福井県,敦賀市,,,,22,22,626,333,293,
statistical_population_data_852,2019,182028,,福井県,敦賀市,,,,23,23,546,301,245,
statistical_population_data_853,2019,182028,,福井県,敦賀市,,,,24,24,557,307,250,
statistical_population_data_854,2019,182028,,福井県,敦賀市,,,,25,25,585,337,248,
statistical_population_data_855,2019,182028,,福井県,敦賀市,,,,26,26,622,331,291,
statistical_population_data_856,2019,182028,,福井県,敦賀市,,,,27,27,580,306,274,
statistical_population_data_857,2019,182028,,福井県,敦賀市,,,,28,28,562,308,254,
statistical_population_data_858,2019,182028,,福井県,敦賀市,,,,29,29,668,348,320,
statistical_population_data_859,2019,182028,,福井県,敦賀市,,,,30,30,688,365,323,
statistical_population_data_860,2019,182028,,福井県,敦賀市,,,,31,31,608,308,300,
statistical_population_data_861,2019,182028,,福井県,敦賀市,,,,32,32,707,362,345,
statistical_population_data_862,2019,182028,,福井県,敦賀市,,,,33,33,695,371,324,
statistical_population_data_863,2019,182028,,福井県,敦賀市,,,,34,34,773,372,401,
statistical_population_data_864,2019,182028,,福井県,敦賀市,,,,35,35,750,379,371,
statistical_population_data_865,2019,182028,,福井県,敦賀市,,,,36,36,752,392,360,
statistical_population_data_866,2019,182028,,福井県,敦賀市,,,,37,37,719,383,336,
statistical_population_data_867,2019,182028,,福井県,敦賀市,,,,38,38,809,406,403,
statistical_population_data_868,2019,182028,,福井県,敦賀市,,,,39,39,787,418,369,
statistical_population_data_869,2019,182028,,福井県,敦賀市,,,,40,40,784,402,382,
statistical_population_data_870,2019,182028,,福井県,敦賀市,,,,41,41,834,447,387,
statistical_population_data_871,2019,182028,,福井県,敦賀市,,,,42,42,868,446,422,
statistical_population_data_872,2019,182028,,福井県,敦賀市,,,,43,43,965,501,464,
statistical_population_data_873,2019,182028,,福井県,敦賀市,,,,44,44,974,501,473,
statistical_population_data_874,2019,182028,,福井県,敦賀市,,,,45,45,979,493,486,
statistical_population_data_875,2019,182028,,福井県,敦賀市,,,,46,46,1074,540,534,
statistical_population_data_876,2019,182028,,福井県,敦賀市,,,,47,47,1023,510,513,
statistical_population_data_877,2019,182028,,福井県,敦賀市,,,,48,48,931,482,449,
statistical_population_data_878,2019,182028,,福井県,敦賀市,,,,49,49,904,451,453,
statistical_population_data_879,2019,182028,,福井県,敦賀市,,,,50,50,883,454,429,
statistical_population_data_880,2019,182028,,福井県,敦賀市,,,,51,51,868,444,424,
statistical_population_data_881,2019,182028,,福井県,敦賀市,,,,52,52,907,454,453,
statistical_population_data_882,2019,182028,,福井県,敦賀市,,,,53,53,637,328,309,
statistical_population_data_883,2019,182028,,福井県,敦賀市,,,,54,54,847,438,409,
statistical_population_data_884,2019,182028,,福井県,敦賀市,,,,55,55,858,435,423,
statistical_population_data_885,2019,182028,,福井県,敦賀市,,,,56,56,806,402,404,
statistical_population_data_886,2019,182028,,福井県,敦賀市,,,,57,57,849,425,424,
statistical_population_data_887,2019,182028,,福井県,敦賀市,,,,58,58,806,438,368,
statistical_population_data_888,2019,182028,,福井県,敦賀市,,,,59,59,827,411,416,
statistical_population_data_889,2019,182028,,福井県,敦賀市,,,,60,60,890,455,435,
statistical_population_data_890,2019,182028,,福井県,敦賀市,,,,61,61,814,427,387,
statistical_population_data_891,2019,182028,,福井県,敦賀市,,,,62,62,792,397,395,
statistical_population_data_892,2019,182028,,福井県,敦賀市,,,,63,63,921,456,465,
statistical_population_data_893,2019,182028,,福井県,敦賀市,,,,64,64,907,460,447,
statistical_population_data_894,2019,182028,,福井県,敦賀市,,,,65,65,824,431,393,
statistical_population_data_895,2019,182028,,福井県,敦賀市,,,,66,66,936,465,471,
statistical_population_data_896,2019,182028,,福井県,敦賀市,,,,67,67,945,470,475,
statistical_population_data_897,2019,182028,,福井県,敦賀市,,,,68,68,949,471,478,
statistical_population_data_898,2019,182028,,福井県,敦賀市,,,,69,69,1096,520,576,
statistical_population_data_899,2019,182028,,福井県,敦賀市,,,,70,70,1171,592,579,
statistical_population_data_900,2019,182028,,福井県,敦賀市,,,,71,71,1101,523,578,
statistical_population_data_901,2019,182028,,福井県,敦賀市,,,,72,72,990,470,520,
statistical_population_data_902,2019,182028,,福井県,敦賀市,,,,73,73,553,255,298,
statistical_population_data_903,2019,182028,,福井県,敦賀市,,,,74,74,617,300,317,
statistical_population_data_904,2019,182028,,福井県,敦賀市,,,,75,75,733,324,409,
statistical_population_data_905,2019,182028,,福井県,敦賀市,,,,76,76,747,336,411,
statistical_population_data_906,2019,182028,,福井県,敦賀市,,,,77,77,701,310,391,
statistical_population_data_907,2019,182028,,福井県,敦賀市,,,,78,78,630,287,343,
statistical_population_data_908,2019,182028,,福井県,敦賀市,,,,79,79,568,233,335,
statistical_population_data_909,2019,182028,,福井県,敦賀市,,,,80,80,484,206,278,
statistical_population_data_910,2019,182028,,福井県,敦賀市,,,,81,81,529,224,305,
statistical_population_data_911,2019,182028,,福井県,敦賀市,,,,82,82,549,224,325,
statistical_population_data_912,2019,182028,,福井県,敦賀市,,,,83,83,538,197,341,
statistical_population_data_913,2019,182028,,福井県,敦賀市,,,,84,84,465,160,305,
statistical_population_data_914,2019,182028,,福井県,敦賀市,,,,85,85,446,157,289,
statistical_population_data_915,2019,182028,,福井県,敦賀市,,,,86,86,417,159,258,
statistical_population_data_916,2019,182028,,福井県,敦賀市,,,,87,87,451,140,311,
statistical_population_data_917,2019,182028,,福井県,敦賀市,,,,88,88,394,145,249,
statistical_population_data_918,2019,182028,,福井県,敦賀市,,,,89,89,334,114,220,
statistical_population_data_919,2019,182028,,福井県,敦賀市,,,,90,,1331,349,982,
statistical_population_data_920,2019,182028,,福井県,敦賀市,,,,0,,65599,32343,33256,
statistical_population_data_921,2020,182028,,福井県,敦賀市,,,,0,0,436,209,227,
statistical_population_data_922,2020,182028,,福井県,敦賀市,,,,1,1,441,227,214,
statistical_population_data_923,2020,182028,,福井県,敦賀市,,,,2,2,500,267,233,
statistical_population_data_924,2020,182028,,福井県,敦賀市,,,,3,3,533,289,244,
statistical_population_data_925,2020,182028,,福井県,敦賀市,,,,4,4,528,276,252,
statistical_population_data_926,2020,182028,,福井県,敦賀市,,,,5,5,556,276,280,
statistical_population_data_927,2020,182028,,福井県,敦賀市,,,,6,6,562,292,270,
statistical_population_data_928,2020,182028,,福井県,敦賀市,,,,7,7,576,287,289,
statistical_population_data_929,2020,182028,,福井県,敦賀市,,,,8,8,565,297,268,
statistical_population_data_930,2020,182028,,福井県,敦賀市,,,,9,9,604,296,308,
statistical_population_data_931,2020,182028,,福井県,敦賀市,,,,10,10,615,331,284,
statistical_population_data_932,2020,182028,,福井県,敦賀市,,,,11,11,585,296,289,
statistical_population_data_933,2020,182028,,福井県,敦賀市,,,,12,12,627,299,328,
statistical_population_data_934,2020,182028,,福井県,敦賀市,,,,13,13,622,318,304,
statistical_population_data_935,2020,182028,,福井県,敦賀市,,,,14,14,630,355,275,
statistical_population_data_936,2020,182028,,福井県,敦賀市,,,,15,15,577,295,282,
statistical_population_data_937,2020,182028,,福井県,敦賀市,,,,16,16,632,316,316,
statistical_population_data_938,2020,182028,,福井県,敦賀市,,,,17,17,651,332,319,
statistical_population_data_939,2020,182028,,福井県,敦賀市,,,,18,18,626,306,320,
statistical_population_data_940,2020,182028,,福井県,敦賀市,,,,19,19,680,337,343,
statistical_population_data_941,2020,182028,,福井県,敦賀市,,,,20,20,621,322,299,
statistical_population_data_942,2020,182028,,福井県,敦賀市,,,,21,21,632,351,281,
statistical_population_data_943,2020,182028,,福井県,敦賀市,,,,22,22,619,327,292,
statistical_population_data_944,2020,182028,,福井県,敦賀市,,,,23,23,571,318,253,
statistical_population_data_945,2020,182028,,福井県,敦賀市,,,,24,24,544,311,233,
statistical_population_data_946,2020,182028,,福井県,敦賀市,,,,25,25,559,311,248,
statistical_population_data_947,2020,182028,,福井県,敦賀市,,,,26,26,591,354,237,
statistical_population_data_948,2020,182028,,福井県,敦賀市,,,,27,27,635,341,294,
statistical_population_data_949,2020,182028,,福井県,敦賀市,,,,28,28,577,309,268,
statistical_population_data_950,2020,182028,,福井県,敦賀市,,,,29,29,563,305,258,
statistical_population_data_951,2020,182028,,福井県,敦賀市,,,,30,30,671,355,316,
statistical_population_data_952,2020,182028,,福井県,敦賀市,,,,31,31,693,371,322,
statistical_population_data_953,2020,182028,,福井県,敦賀市,,,,32,32,628,319,309,
statistical_population_data_954,2020,182028,,福井県,敦賀市,,,,33,33,705,362,343,
statistical_population_data_955,2020,182028,,福井県,敦賀市,,,,34,34,689,365,324,
statistical_population_data_956,2020,182028,,福井県,敦賀市,,,,35,35,764,373,391,
statistical_population_data_957,2020,182028,,福井県,敦賀市,,,,36,36,753,381,372,
statistical_population_data_958,2020,182028,,福井県,敦賀市,,,,37,37,753,392,361,
statistical_population_data_959,2020,182028,,福井県,敦賀市,,,,38,38,720,392,328,
statistical_population_data_960,2020,182028,,福井県,敦賀市,,,,39,39,808,406,402,
statistical_population_data_961,2020,182028,,福井県,敦賀市,,,,40,40,787,413,374,
statistical_population_data_962,2020,182028,,福井県,敦賀市,,,,41,41,783,406,377,
statistical_population_data_963,2020,182028,,福井県,敦賀市,,,,42,42,832,449,383,
statistical_population_data_964,2020,182028,,福井県,敦賀市,,,,43,43,871,449,422,
statistical_population_data_965,2020,182028,,福井県,敦賀市,,,,44,44,969,502,467,
statistical_population_data_966,2020,182028,,福井県,敦賀市,,,,45,45,981,505,476,
statistical_population_data_967,2020,182028,,福井県,敦賀市,,,,46,46,968,485,483,
statistical_population_data_968,2020,182028,,福井県,敦賀市,,,,47,47,1071,539,532,
statistical_population_data_969,2020,182028,,福井県,敦賀市,,,,48,48,1014,508,506,
statistical_population_data_970,2020,182028,,福井県,敦賀市,,,,49,49,934,483,451,
statistical_population_data_971,2020,182028,,福井県,敦賀市,,,,50,50,897,447,450,
statistical_population_data_972,2020,182028,,福井県,敦賀市,,,,51,51,883,453,430,
statistical_population_data_973,2020,182028,,福井県,敦賀市,,,,52,52,864,444,420,
statistical_population_data_974,2020,182028,,福井県,敦賀市,,,,53,53,897,445,452,
statistical_population_data_975,2020,182028,,福井県,敦賀市,,,,54,54,634,323,311,
statistical_population_data_976,2020,182028,,福井県,敦賀市,,,,55,55,838,431,407,
statistical_population_data_977,2020,182028,,福井県,敦賀市,,,,56,56,862,436,426,
statistical_population_data_978,2020,182028,,福井県,敦賀市,,,,57,57,804,402,402,
statistical_population_data_979,2020,182028,,福井県,敦賀市,,,,58,58,845,422,423,
statistical_population_data_980,2020,182028,,福井県,敦賀市,,,,59,59,806,436,370,
statistical_population_data_981,2020,182028,,福井県,敦賀市,,,,60,60,820,400,420,
statistical_population_data_982,2020,182028,,福井県,敦賀市,,,,61,61,883,450,433,
statistical_population_data_983,2020,182028,,福井県,敦賀市,,,,62,62,807,426,381,
statistical_population_data_984,2020,182028,,福井県,敦賀市,,,,63,63,788,391,397,
statistical_population_data_985,2020,182028,,福井県,敦賀市,,,,64,64,912,448,464,
statistical_population_data_986,2020,182028,,福井県,敦賀市,,,,65,65,892,451,441,
statistical_population_data_987,2020,182028,,福井県,敦賀市,,,,66,66,823,428,395,
statistical_population_data_988,2020,182028,,福井県,敦賀市,,,,67,67,928,459,469,
statistical_population_data_989,2020,182028,,福井県,敦賀市,,,,68,68,926,461,465,
statistical_population_data_990,2020,182028,,福井県,敦賀市,,,,69,69,940,465,475,
statistical_population_data_991,2020,182028,,福井県,敦賀市,,,,70,70,1086,512,574,
statistical_population_data_992,2020,182028,,福井県,敦賀市,,,,71,71,1155,579,576,
statistical_population_data_993,2020,182028,,福井県,敦賀市,,,,72,72,1091,514,577,
statistical_population_data_994,2020,182028,,福井県,敦賀市,,,,73,73,976,462,514,
statistical_population_data_995,2020,182028,,福井県,敦賀市,,,,74,74,542,250,292,
statistical_population_data_996,2020,182028,,福井県,敦賀市,,,,75,75,602,288,314,
statistical_population_data_997,2020,182028,,福井県,敦賀市,,,,76,76,718,313,405,
statistical_population_data_998,2020,182028,,福井県,敦賀市,,,,77,77,725,323,402,
statistical_population_data_999,2020,182028,,福井県,敦賀市,,,,78,78,690,306,384,
statistical_population_data_1000,2020,182028,,福井県,敦賀市,,,,79,79,609,276,333,
statistical_population_data_1001,2020,182028,,福井県,敦賀市,,,,80,80,551,225,326,
statistical_population_data_1002,2020,182028,,福井県,敦賀市,,,,81,81,466,193,273,
statistical_population_data_1003,2020,182028,,福井県,敦賀市,,,,82,82,514,213,301,
statistical_population_data_1004,2020,182028,,福井県,敦賀市,,,,83,83,518,202,316,
statistical_population_data_1005,2020,182028,,福井県,敦賀市,,,,84,84,506,177,329,
statistical_population_data_1006,2020,182028,,福井県,敦賀市,,,,85,85,440,151,289,
statistical_population_data_1007,2020,182028,,福井県,敦賀市,,,,86,86,413,139,274,
statistical_population_data_1008,2020,182028,,福井県,敦賀市,,,,87,87,390,145,245,
statistical_population_data_1009,2020,182028,,福井県,敦賀市,,,,88,88,408,125,283,
statistical_population_data_1010,2020,182028,,福井県,敦賀市,,,,89,89,346,122,224,
statistical_population_data_1011,2020,182028,,福井県,敦賀市,,,,90,,1413,367,1046,
statistical_population_data_1012,2020,182028,,福井県,敦賀市,,,,0,,65060,32105,32955,
